Survey year,Survey ID,Survey name official,Survey name,Survey abbriviation,Cruise ID,Cruise code,Stratum ID,Station ID,Haul number,Vessel ID,Vessel name,Date and time,Start latitude (decimal degrees),Start longitude (decimal degrees),End latitude (decimal degrees),End longitude (decimal degrees),Depth (m),Distance fished (km),Tow duration (decimal hr),Area swept (km),Net height (m),Net width (m),Haul performance code,Bottom temperature (degrees Celsius),Surface temperature (degrees Celsius),Taxon code,Taxon common name,Taxon scientific name,Taxon weight (kg),Taxon count,Weight CPUE (kg/km2),Number CPUE (no/km2),Taxon confidence rating,Lowest taxonomic rank,Integrated taxonomic information system (ITIS) serial number,World register of marine species (WoRMS) taxonomic serial number
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,231-127,167,148,OCEAN EXPLORER,03-JUL-2021 04:18PM,57.76324,-150.9474,57.749,-150.94935,78,1.588,.291,.025856,6.491,16.282,0,6.5,9.1,81315,Pteraster tesselatus,Pteraster tesselatus,.022,1,.850872,38.676018,3,species,157113,369053
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,130,217-127,125,148,OCEAN EXPLORER,24-JUN-2021 12:50PM,57.7242,-152.0481,57.73738,-152.04294,111,1.502,.271,.026256,6.218,17.481,0,6.4,8.1,42012,Balticina willemoesi,Balticina willemoesi,.604,3,23.003861,114.257587,3,species,719253,1393616
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,134,223-112,154,148,OCEAN EXPLORER,30-JUN-2021 09:29AM,57.0594,-151.58682,57.04832,-151.57154,127,1.545,.273,.026148,6.292,16.924,0,5.5,8.9,71755,left-hand whelk,Pyrulofusus harpa,.036,1,1.3768,38.244457,1,species,74044,491324
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,231,240-124,161,148,OCEAN EXPLORER,01-JUL-2021 01:04PM,57.59971,-150.17011,57.6131,-150.16408,281,1.534,.272,.026268,6.373,17.124,0,5.5,10.3,30020,shortspine thornyhead,Sebastolobus alascanus,16.46,74,626.612786,2817.092718,1,species,166783,282740
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,236-142,178,148,OCEAN EXPLORER,05-JUL-2021 04:01PM,58.42105,-150.48084,58.43224,-150.49676,80,1.562,.283,.024625,6.7,15.765,0,7.4,10,10262,southern rock sole,Lepidopsetta bilineata,41.6,53,1689.344904,2152.290382,1,species,172917,281305
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,228-131,168,148,OCEAN EXPLORER,03-JUL-2021 06:57PM,57.934,-151.15553,57.9204,-151.14902,83,1.564,.284,.025395,6.665,16.237,0,6.3,9.2,81095,rose sea star,Crossaster papposus,.022,1,.866324,39.378345,1,species,157066,124154
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,133,253-158,191,148,OCEAN EXPLORER,08-JUL-2021 09:59AM,59.20098,-149.11132,59.19621,-149.13518,187,1.47,.268,.027442,6.058,18.668,0,5.8,11.3,21740,walleye pollock,Gadus chalcogrammus,8.635,54,314.664113,1967.789473,1,species,934083,300735
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,131,243-147,183,148,OCEAN EXPLORER,06-JUL-2021 02:29PM,58.68692,-149.9296,58.68801,-149.90393,153,1.501,.269,.027317,5.415,18.199,0,5.6,11,30470,yelloweye rockfish,Sebastes ruberrimus,.686,1,25.112844,36.607644,1,species,166740,274844
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,251,426-82,254,148,OCEAN EXPLORER,25-JUL-2021 09:41AM,55.732,-134.80496,55.72027,-134.80353,204,1.309,.236,.022411,6.408,17.121,1.11,5.8,11.3,30060,Pacific ocean perch,Sebastes alutus,121.19,273,5407.518472,12181.306567,1,species,166707,254573
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,351,419-87,251,148,OCEAN EXPLORER,24-JUL-2021 01:27PM,55.93537,-135.41589,55.94654,-135.42512,330,1.371,.25,.024566,6.131,17.918,1.1,5.3,12.9,10110,arrowtooth flounder,Atheresthes stomias,1.664,2,67.737059,81.414734,1,species,172862,279792
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,151,432-76,256,148,OCEAN EXPLORER,25-JUL-2021 03:27PM,55.47894,-134.29152,55.49156,-134.2836,167,1.492,.267,.025576,6.844,17.142,0,6.1,13.2,66030,ocean shrimp,Pandalus jordani,.05,10,1.954968,390.993634,2,species,96970,515469
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,340,398-129,237,148,OCEAN EXPLORER,21-JUL-2021 07:12AM,57.838,-137.09826,57.84013,-137.12219,413,1.447,.262,.025741,5.919,17.789,0,4.5,13.7,22600,lanternfish unid.,Myctophidae,.752,80,29.214454,3107.920641,1,family,162575,125498
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,30,217-135,143,176,ALASKA PROVIDER,10-JUL-2021 01:36PM,58.10946,-152.09725,58.10714,-152.0725,70,1.489,.263,.023455,7.142,15.752,0,7.5,8.4,10170,English sole,Parophrys vetulus,31.337,71,1336.063245,3027.108223,1,species,172921,254393
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,150,414-108,242,148,OCEAN EXPLORER,22-JUL-2021 08:47AM,56.9091,-135.76641,56.8964,-135.7596,138,1.477,.271,.025014,6.548,16.936,0,6,13.1,21720,Pacific cod,Gadus macrocephalus,9.98,3,398.969045,119.930575,1,species,164711,254538
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,35,205-139,147,176,ALASKA PROVIDER,11-JUL-2021 03:42PM,58.29347,-153.11283,58.30481,-153.09664,72,1.586,.281,.027707,7.061,17.47,0,5.9,10.1,69097,setose hermit,Pagurus setosus,.011,1,.397006,36.091415,,species,97781,366787
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,320,141-56,56,176,ALASKA PROVIDER,19-JUN-2021 03:24PM,54.64082,-158.38359,54.64307,-158.36239,386,1.4,.248,.024268,6.009,17.334,0,4.3,8.4,80020,giant sea star,Evasterias echinosoma,.049,1,2.019153,41.207206,1,species,157223,254498
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,10,53-33,12,176,ALASKA PROVIDER,09-JUN-2021 04:12PM,53.67821,-165.65215,53.66359,-165.65938,88,1.695,.303,.027273,7.052,16.09,1.1,5.2,6.3,20510,sablefish,Anoplopoma fimbria,2.24,2,82.133867,73.33381,1,species,167123,159463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,10,53-33,12,176,ALASKA PROVIDER,09-JUN-2021 04:12PM,53.67821,-165.65215,53.66359,-165.65938,88,1.695,.303,.027273,7.052,16.09,1.1,5.2,6.3,30152,dusky rockfish,Sebastes variabilis,4.9,10,179.667835,366.66905,1,species,644604,398442
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,210,44-26,7,176,ALASKA PROVIDER,08-JUN-2021 04:39PM,53.354,-166.35202,53.35777,-166.33179,212,1.414,.256,.026879,6.863,19.009,0,5.1,7,30060,Pacific ocean perch,Sebastes alutus,272.66,382,10144.081978,14211.983113,1,species,166707,254573
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,120,139-65,63,176,ALASKA PROVIDER,21-JUN-2021 07:07AM,54.98661,-158.53344,54.9957,-158.54924,191,1.431,.255,.027013,5.886,18.877,0,5,8.6,435,Bering skate,Bathyraja interrupta,1.951,1,72.224519,37.019231,1,species,160937,271515
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,120,139-65,63,176,ALASKA PROVIDER,21-JUN-2021 07:07AM,54.98661,-158.53344,54.9957,-158.54924,191,1.431,.255,.027013,5.886,18.877,0,5,8.6,21341,darkfin sculpin,Malacocottus zonurus,.141,1,5.219712,37.019231,1,species,167305,254406
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,112,131-75,68,176,ALASKA PROVIDER,21-JUN-2021 05:19PM,55.42832,-159.1795,55.42463,-159.15686,162,1.497,.263,.025251,5.9,16.868,0,4.8,9.4,23010,eulachon,Thaleichthys pacificus,1.392,42,55.125665,1663.274379,1,species,162051,282959
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,120,139-65,63,176,ALASKA PROVIDER,21-JUN-2021 07:07AM,54.98661,-158.53344,54.9957,-158.54924,191,1.431,.255,.027013,5.886,18.877,0,5,8.6,82675,heart urchin,Brisaster latifrons,3.465,37,128.271635,1369.711539,1,species,158082,513143
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,157-87,86,148,OCEAN EXPLORER,13-JUN-2021 02:59PM,55.95474,-157.01679,55.96561,-157.00092,110,1.568,.285,.0273,6.138,17.411,0,4.9,7,69070,knobbyhand hermit,Pagurus confragosus,.01,,.366294,,2,species,97793,366670
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,13,135-60,71,148,OCEAN EXPLORER,09-JUN-2021 03:42PM,54.7724,-158.84533,54.78585,-158.84096,89,1.527,.273,.02768,5.71,18.127,0,4.4,7.7,82511,Strongylocentrotus sp.,Strongylocentrotus sp.,.058,,2.095381,,3,genus,157968,123390
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,162-97,99,148,OCEAN EXPLORER,16-JUN-2021 02:46PM,56.41753,-156.64517,56.40637,-156.64242,172,1.256,.226,.023556,5.585,18.755,1.12,5.1,8.3,65203,giant barnacle,Chirona evermanni,5.79,,245.794327,,1,species,656260,733509
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,121,162-97,99,148,OCEAN EXPLORER,16-JUN-2021 02:46PM,56.41753,-156.64517,56.40637,-156.64242,172,1.256,.226,.023556,5.585,18.755,1.12,5.1,8.3,81780,common mud star,Ctenodiscus crispatus,.108,,4.584765,,1,species,156940,123915
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,122,147-62,75,148,OCEAN EXPLORER,10-JUN-2021 12:13PM,54.87302,-157.89179,54.86098,-157.89913,130,1.423,.259,.02507,5.122,17.618,0,,,30060,Pacific ocean perch,Sebastes alutus,2.65,6,105.702283,239.325924,1,species,166707,254573
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,220,176-115,95,148,OCEAN EXPLORER,15-JUN-2021 04:32PM,57.20298,-155.45133,57.20247,-155.42699,259,1.48,.268,.027815,5.498,18.794,0,5.3,8.8,10200,rex sole,Glyptocephalus zachirus,3.28,21,117.921476,754.985058,1,species,172978,274287
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,120,139-62,72,148,OCEAN EXPLORER,09-JUN-2021 06:37PM,54.89411,-158.49226,54.89294,-158.51538,172,1.497,.273,.027924,5.383,18.653,0,4.9,7.5,66031,Alaskan pink shrimp,Pandalus eous,.008,,.286497,,2,species,621110,515463
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-741,31,229-128,122,148,OCEAN EXPLORER,21-JUN-2021 08:01AM,57.79767,-151.07971,57.78401,-151.0784,72,1.528,.275,.02622,6.058,17.16,0,6,8.6,85020,California sea cucumber,Apostichopus californicus,3.582,,136.610771,,1,species,1078919,529363
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,13,116-73,46,176,ALASKA PROVIDER,17-JUN-2021 09:11AM,55.35372,-160.42436,55.36114,-160.44395,45,1.499,.266,.022818,7.293,15.222,0,5.8,6.1,69070,knobbyhand hermit,Pagurus confragosus,.142,2,6.223218,87.650954,2,species,97793,366670
2021,47,Gulf of Alaska Bottom Trawl Survey,Gulf of Alaska,GOA,202101,-742,11,65-47,19,176,ALASKA PROVIDER,11-JUN-2021 07:18AM,54.23474,-164.5995,54.24131,-164.62001,106,1.527,.276,.024548,7.037,16.076,0,5.9,6.5,74060,northern horsemussel,Modiolus modiolus,.074,4,3.014496,162.94572,1,species,79501,140467
